id,title,dayofyear,hour
18485,"how to calculate ki in an enzyme",14,22
18689,"how make sneeze gaurds",18,10
18689,"how to calculate nutritional values",59,10
18689,"how to make sneeze gaurds",18,10
18689,"how to find out what school district i'm in m",81,10
18689,"how to distribute a press release",45,15
18689,"how to make sneeze guards",18,9
18689,"how to get the word out about a new business",46,17
18906,"how do u get parvo",6,17
18906,"how does a model portfolio suppose to look li",3,18
18906,"how do animals get parvo",6,17
18935,"how to start a toll phone service",88,21
18935,"how to start a phone service",88,21
18935,"how to start a phone service business",88,21
18956,"how i feel pomes",32,21
19028,"how infants learn new words",56,11
19624,"how much does it cost to get dentures",27,16
19655,"how to make a perfessional looking painting",18,16
19655,"how many people can the mci center hold",65,9
19655,"how to write journals about poetry",32,0
19655,"how to know if your in trouble with the secre",33,2
19655,"how many seats at mci center",65,9
19913,"how to raise a blind goat",0,16
20152,"how can i obtain free marijuana from medical ",31,8
20152,"how to drag music to my sandisk",73,8
20152,"how to make easy money",33,14
20152,"how to make easy money from home",33,14
20152,"how to dragmusic to my sandisk",73,8
20618,"how far will microsoft get",88,18
20934,"how to sell premade scrapbooks",11,18
20934,"how to apply for a grant free",32,18
20934,"how to obtain your files if you were a ward o",1,3
20934,"how to apply for a personal grant free",32,18
20934,"how to sell premaid scrapbooks",11,18
20946,"how buy a new car",60,17
21407,"how do you know you have liver problems",87,10
22379,"how you know you have hepatitis",81,22
22516,"howrds appliance",9,14
22516,"howrds appliances",9,14
22748,"how far is russia from united states",3,15
22817,"how to make a model volcano erupt",18,22
22817,"how can hcg help you lose weight",51,21
23278,"how to book music artist",8,0
23278,"how health insurance companies profit",18,23
23292,"how to clean a diamond ring",15,10
23292,"how to add memory to a b110 dell",3,15
23894,"how many harry potter movies will be made",10,18
24013,"how to rational equations",19,0
24013,"how to plan a wedding ideas",81,23
24013,"how orwellian are we",1,2
25034,"how much is a score",23,7
26111,"how do i delete aim screen names",76,22
26111,"how to uninstall a kitchen facuit",78,19
26111,"how to uninstall a kitchen faucet",78,19
27272,"how to wire a car cigarette lighter directly ",33,1
27272,"how to program telephone numbers on coby ct-p",81,17
27272,"how much does dr.phil weigh",19,22
27272,"how to replace float on evaporative cooler",78,14
27272,"how to fingerpick a guitar",89,2
27272,"how to stream the movie chiefs mimiseries",31,2
27272,"how to flange copper tubing",78,15
27272,"how to file a complaint against the departmen",89,8
27272,"how to connect solenoid starter switch to 199",32,21
27272,"how to flange copper tubing for evaporative c",78,15
27272,"how to file a complaint with the department o",90,13
27538,"howard sterns girl friend",91,6
27594,"howard mille clocks",17,16
28097,"how to turn 18 wheeler in streets",83,11
28097,"how to drive commercial tanker",83,11
28120,"howard stern radio personality biography",69,8
28120,"how about some news",71,6
28120,"how many deaths of u.s. soldiers in iraq war",75,12
28284,"how to make tissue butterflies",4,18
28284,"how to draw wheat",9,1
28284,"how to load a background image in livejournal",24,1
28284,"how much longer lyrics",41,21
28284,"how to make a livejournal layout",6,0
28284,"how to download shi painter to my computer",17,1
28284,"how to post friends only banners",24,19
28284,"how to send a cake",80,19
28284,"how to draw grain",9,1
28284,"how to cook rice like japanese",17,20
28284,"how to friends only banners",24,20
28284,"how to mail a cake",80,19
28284,"how to draw grains",9,1
28284,"how to take screencaps on the computer",24,0
28284,"how to load adobe brushes",25,3
28495,"how to start out board moters 90hp",2,7
28811,"how to crate train a dog",12,8
28811,"how to preserve un treated plywood outdoors",63,11
28811,"how to get a motorcycle into a pickup truck",20,10
28811,"how to preserve untreated plywood outdoors",63,11
28811,"how to make a puppy lift his leg when he pee'",62,14
28811,"how to get rid of ant hills",78,20
28811,"how to preserve plywood outdoors",63,11
28865,"how does my sim get a car",43,3
28883,"how to find the area of a triangle",22,22
28883,"how to remove iron on patches",28,22
29386,"how do i build website",1,0
29664,"how to care for pregnant papillion",35,20
29664,"how to groom a goldendoodle",5,22
29664,"how to care for a pregnant toy breed dog",34,20
29665,"how to save rainforest",91,0
29720,"how to install a under house sump pump",33,22
29720,"how to recapture depretiation upon sale of a ",40,0
29720,"how to recapture depreciation upon sale of a ",40,0
29720,"how to calculate the capital gains tax upon s",60,16
29859,"how to change hyndia timing belts",17,9
29859,"how to change timing belts",17,9
29894,"how a water heater works",32,14
29894,"how to get free web on nextel phones",84,19
30011,"how to relief gas",82,21
30011,"how to make macaroni and cheese",88,12
30011,"how to make quajada",81,12
30054,"howard hanna reality pittsburgh",8,17
30061,"how did you know",66,2
30110,"how to choose tile grout color",64,16
30110,"how to make balloon shades",27,12
30110,"how to choose tile color",64,16
30246,"how should you get your haircut",0,11
30365,"how big andalucia",18,18
30365,"how big is andalucia",18,18
30996,"how to weave",90,21
30996,"how to weave a throw cover",90,21
31206,"how elvis prestley died",20,15
31206,"how elvis presley died",20,15
31614,"how to trade stock options",52,19
31614,"how to copy and paste into web browser",75,19
31614,"how to remove norton antivirus program",14,18
31614,"how do i copy and paste into my web browser",75,19
31614,"how to successfully trade options",33,17
31614,"how do i copy and paste a web address into my",75,19
31910,"how do i store my name",18,1
32205,"how to use resistall paint sealant",75,0
32205,"how to use auto paint sealant",75,1
32205,"how to e-mail audio files",76,19
32384,"howard sobel",84,22
32384,"how to make a posterboard",73,20
32420,"how to build basement foundations",25,10
32480,"how 20form 20a 20talent 20show 20for 20my 20f",7,18
33188,"how america was affected before ww1",25,10
33314,"how to play as akuma",4,1
33314,"how to get paid online",36,22
34295,"howard rotovator parts",87,11
34295,"howard rotovator knives",86,13
34295,"howard rototiller parts",86,13
34295,"howard rotovator blades",87,10
34299,"how to relace gasket on a 1978 honda cb 550 k",10,7
34299,"how to get a las angelas california phone boo",10,22
34299,"how to replace gasket on a 1978 honda cb 550 ",10,7
34299,"how to put together a 78 honda cb 550 k gaske",10,6
34299,"how to rebuild a replacement gasket on a 1978",10,7
34299,"how to rebuild a 1978 honda cb 550 k gasket r",10,6
34299,"how to have a las angelas califorina phone bo",10,22
34760,"how to play acoustic guitar",2,18
34760,"how to read sheet music",2,19
34760,"how to tie a tie",9,21
34869,"how to light a gas light",30,21
34869,"how to fire our realtor",32,16
35420,"how many birds to date are affected by avian ",1,16
35420,"how many birds have died from the bird flu",11,20
35466,"how to establish scholarship for basketball p",0,13
35548,howardstern.co0m,74,22
35552,howtosolveeverysudokupuzcom,36,7
35779,"how to draw a fish",62,19
35779,"how to draw a duck",62,18
35779,"how to draw a robin",62,19
36131,"how to build ground level deck",13,16
36131,"how to gain weight as diabetic",34,1
36131,"how to gain weight with high sugar",88,20
36131,"how to take tailor measurements",91,8
36131,"how to reset cable boxes",21,21
36131,"how to apply for public service license",67,5
36131,"how to gain weight with diabetes",88,20
36131,"how to report an annoying house",4,11
36131,"how to gain weight as a diabetic",29,11
36131,"how to apply for public service license maryl",67,5
36131,"how to t body mearements",91,8
36131,"how to report problem house",4,11
36131,"how diabetic reacts after no sugar",29,16
36131,"how to increase credit score",84,21
36131,"how to take body mearements",91,8
36273,"how to apply for a handicap decal",56,12
36273,"how to fix bleach stains on carpet",59,11
36273,"how much can rent be increased",69,13
36273,"how to keep pasta soft",52,17
36655,"how toput up chair rail moulding",21,14
36723,"how to personalize your locker",66,9
36995,"how to tell if ur paret is boy or girl",30,0
36995,"how to tell the gender of ur parret",30,0
37099,"how to make a tile flower pot",0,9
37278,"howdy dammit",48,18
37278,"how to measure body fat",35,17
37278,"howdy damit",49,12
37278,"howdy aggie",48,18
37278,"howdy damn it",49,12
37278,"howdy aggies",48,18
37524,"how to measure for hardwood flooring",19,20
37830,"how do you make your myspace private",15,20
38078,"how to have great speed for data entry",32,17
38668,"how much calories does one slice of pizza con",33,15
39509,"how to use hair thinning scissors",28,17
39509,"how to count from 1-3 in differant laungues",2,21
39509,"how does tourettes affect a childs speech",63,20
39509,"how to count from 1-3 in different languages",2,21
39509,"how to bleed the brakes on a case backhoe",80,18
39509,"how to thin hair",28,17
39816,"how big is the mississipi",2,23
39949,"how to draw me",83,19
40078,"howard w hunter",15,7
40078,"howard w hunter dvds",15,7
40078,"howard w hunter modern day prophet",16,10
40078,"howard shopping plaza",75,7
40374,"how are electromagnets created",67,2
40374,"how are navigational compass used",67,2
40374,"how are magnets used in navigational compass ",67,2
40445,"how to replace front disc brakes on plymouth ",32,18
40646,"how to floorcloth",1,17
40815,"howard medical school",49,16
40866,"how to burn a cd.com",29,17
40866,howtodrive.com,60,23
40866,"how to drive.com",60,23
41375,"how to build a wood swing",72,20
41485,"how to shrink clothes",11,9
41485,"how 20to 20shrinkclothes",11,8
41698,"how to write a formal letter",7,2
41698,"how to put on cuff links",13,2
41946,"how to get tree sap off of horse",8,13
41946,"how to make poles for pole bending race",54,19
41946,"how to administer adequan injections",63,13
41946,"how to inject adequan",63,14
42221,"how to put in a relaxer",0,17
42221,"how to dye human hair",60,20
42221,"how to put a relaxer in hair",0,17
42221,"how to relax hair",0,17
42221,"how to chemically relax hair",0,17
42505,"how to start a beauty pageant",90,13
42505,"how much excercise should i do to lose 100 po",7,16
42505,"how much exercise do i need to do before i se",22,7
42505,"how fast can i lose weight on a 1200 calorie ",27,18
42709,"how to become an ebay seller",39,2
42709,"how to get a passport in austin texas",64,15
42709,"how to seal latex balloons",42,3
42709,"how much does it cost to get a copy of my mar",66,6
42709,"how to do a balloon release",42,3
42709,"how to build a low rider bike",66,17
42709,"how do i become a part of ebay",56,3
42709,"how do you find a loan shark",70,11
43038,"howards appliance",12,22
43177,"how to figure out your culmative gpa",0,21
43177,"how to dispose of hazardous wastes properly",5,16
43177,"how to make your own earring",10,13
43177,"how much you should run to lose weight",10,19
43177,"how many calories should i eat",22,12
43177,"how to get your florida drivers license",46,19
43177,"how to find your perfect first car",52,23
43177,"how to lose 20lbs quickly",73,11
43177,"how to get abs fats",5,15
43177,"how refrigeration and air conditioning is eff",5,17
43177,"how to make your own earrings",10,13
43177,"how to get into new york university",10,21
43177,"how to choose your car",46,0
43177,"how you pass your drivers test",46,21
43177,"how to buy your first car",52,23
43177,"how to lose 20 lbs quickly",73,11
43177,"how aerosol effects the ozone layer",5,15
43177,"how refrigerant damage the ozone layer",5,18
43177,"how to make your own hoop earrings",10,13
43177,"how to get into nyu",10,21
43177,"how to pass you drivers test",46,19
43177,"how to lose your inner thighs",46,22
43177,"how does your drivers license test work",63,15
43177,"how to lose 10lbs in one month",73,11
43177,"how to figure out your gpa",0,21
43177,"how people can help the ozone layer with aero",5,16
43177,"how to figure out your goa",8,17
43177,"how much does track run",10,19
43177,"how fast anorexic people lose weight",22,12
43177,"how to pass your florida drivers test",46,19
43177,"how to lose fat from your inner thighs",46,22
43177,"how does your drivers license test work in fl",63,15
43177,"how to lose 10 lbs in one month",73,11
43417,"howe indiana",25,19
43479,"how nations use nationalism",68,12
43479,"how to replace front break pads honda civic 2",32,22
43539,"how to get a trademark",51,11
43539,"how to freeze summer squash",76,14
43566,"how many fish in a tank",20,14
43566,"how many fish in aquarium",20,14
43566,"how to start a saltwater aquarium",8,15
43566,"how many fish in 36 aquarium",20,14
43566,"how to setup freshwater aquarium",18,14
44542,"how to make beef cube steak",6,16
44542,"how to fix a washer that dont spin",6,16
44542,"how to make potato pancakes with mashed potat",28,12
44742,"how to get a real estate license in new york",67,21
44994,"how tall is jack lalane",78,15
45184,"how to get rid of weeds and posion ivy",53,11
45184,"how to install lowering blocks",1,14
46562,"how to navigate your way through the cosmetic",5,21
46562,"how to clean satin shoes",71,18
46715,"how to download java",21,20
46715,"how to find out who views your myspace profil",4,3
46715,"how to change top 8 to top 12 on myspace",13,19
46943,"how long does it take to dilate during labor",64,18
47357,"how many calories in budlight",45,19
47581,"how long do children need to stay in a booste",29,17
47635,"how to measure roof pitch",65,22
47801,"how to start antique business",76,9
47801,"how to clean a meteorite",54,18
47801,"how to open antique store",55,23
47801,"how to start antique store",55,23
47906,"how line on spinning reel",26,20
47906,"how many times did dale earnhardt win at poco",75,3
48670,"how effective is christian radio",39,16
48670,"how good was the christian response to katrin",33,22
48670,"how the catholic church handled the media ove",38,11
48785,"how to find benitoite gem",33,22
48785,"how to operate carpet cleaner bissell proheat",87,8
48785,"how to restore wood tables",17,17
48910,"how do i get to times square from rockafeller",86,9
48910,"how do i get to times square from rockefeller",86,9
49864,"how do revolutions affect society",19,21
49864,"how did britain get involved in world war ii",88,22
49864,"how france got involved in worl war ii",88,17
49864,"how france got involed in world war ii",88,17
49864,"how france got involved in world war ii",88,17
50203,"how do you make valcanoes",0,20
50272,"how to see my grades from jones county high s",4,21
50272,"how to draw the life and death tattoo",16,19
50272,"how to see your grades online",4,21
50272,"how to see my school grades online",4,21
50879,"how to counsel someone who is going threw a c",26,22
50879,"how to be come a counnselor",26,23
50879,"how to uninstall mcafeeon my computer",33,17
50881,"howard university international affairs summe",53,15
51650,"how to fix a toilet",62,15
51650,"how to read bass tabs",87,0
51650,"how to read bass tablature",91,20
51676,"how to install water line for refrigerator",27,21
51865,"how to get abs",19,23
52175,"how do i relieve painful psoriasis lesions",22,13
52848,"how old is a baby when he weighs 22 pounds",76,3
53661,"how to make leperacon footprints",15,12
53661,"how to make fake leperacon foot prints",15,12
53661,"how to make fake leperacon footprints",15,12
54341,"how much car can i afford",73,14
54760,"how to unblock memeber",7,16
55004,"how to buy flood damage cars",0,23
55004,"how would my car look with rims",5,23
55167,"how to booty clap",69,22
55167,"how to get a fax number",33,14
55167,"how to get rid of scabs",35,22
55167,"how to copy program to cd rom",68,20
55417,"how to make perfume at home",68,2
56077,"how to write a statement of intent",40,23
56077,"how to write a statement of intent for a book",41,0
56077,"how to get an egg into a bottle",59,14
56077,"how to get a penny to shoot off a bottle",59,17
56115,"how to draw singers",2,16
56115,"how to draw the singer of the used",2,16
56115,howtodrawsingers,2,16
56440,"how to write a disclaimer",84,17
56440,"how much to budget for food on a tripto sydne",89,7
56440,"how much does it cost to eat out in sydney",89,7
56440,"how to contact fox news",23,17
56535,"how to fix a yahmaha wave venture",56,11
56615,"how to handle drug tests",9,0
56615,"how to pick sunglasses",54,0
56615,"how to pick stocks",76,1
56615,"how to build muscle with no weights",4,13
56615,"how to get thc out of system",10,21
56615,"how to setup gmail on sda",62,20
56615,"how to dress for internship interview",7,0
56615,"how accurate is home thc testing kits",16,8
56615,"how to setup gmail on mobile windows 5",62,20
56615,"how to get marijuana out of body",8,18
56615,"how heat affects cpu",45,2
56615,"how to use tmobile web",63,20
56745,"how 20to 20start 20my 20own 20busswniss",4,10
56745,"how to get rid of her",34,19
56745,"how to start my own busswniss",4,10
56745,"how to find world war 2 soldiors",89,23
56745,"how 20to 20make 20a 20buissness 20plan",3,20
56745,"how 20to 20git 20rid 20of 20her",34,18
56745,"how to find world war 2 soldiers",89,23
56745,"how to make a buissness plan",3,20
56745,"how to git rid of her",34,19
56787,"how to insure cfmoto v5 250cc motorcycle in n",40,23
56833,"how to fix cd players",50,17
56833,"how to fix aol error maessage 76 oxgy",0,17
56833,"how to fix aol error message 76 oxy",0,17
56850,"how to get recruited lacrosse",61,8
57074,"how to kill fleas",39,17
57424,"how many miles to zacatecas mex",22,15
57424,"how can i get my baptism certifecate",70,1
57424,"how do you hold a golf club",88,21
57424,"how long are you married for after seperation",63,20
57424,"how can i get my baptism certificate",70,1
57424,"how long are you married for after separation",63,20
57424,"how do i get to zacatecas from california",71,13
57424,"how can i get my baptism papers",70,1
57424,"how can you trust a woman",87,0
57653,"how to install fin on back of new beetle",88,15
57673,"how to beat a drunk test",89,1
57772,"how long does a fha foreclosure take",18,21
57772,"how can i frame a plasma tv myself",65,8
57772,"how much was the us postage stamp in 2005",25,23
57772,"how to build a wall frame to go around a wall",65,8
57772,"how 2 write songs.com",52,14
57772,"how long does it take your home to be foreclo",18,21
57772,"how to build a wall mounted desk",65,8
58059,"how to place job ads",27,10
58137,"how to apply for a job in pittsburgh catholic",29,18
58137,"how sweet it is to be loved by you lyrics",69,16
58224,"how do you delete previous addresses from an ",25,19
58224,"how to check memory on computer",78,20
58224,"how to remove email addresses using aol email",25,19
58224,"how to tell if you have a hacker",79,10
58224,"how do you change a dial-up connection to wir",1,19
58224,"how do you delete email addresses using aol e",25,20
58224,"how to correct multiple firewalls",16,18
58224,"how many hours does it take to fly from chica",70,17
58641,"how to reduce bumps when waxing your eyebrows",22,11
59086,"how do i add another e-mail address and passw",41,16
59086,"how do i add another aol e-mail address to my",41,16
59086,"how did john wayne avoid the military draft",23,19
59325,"how to leave your husband",25,11
59325,"how does divorce affect a bankruptcy",1,8
59341,"how do i start a phone answering sevice",16,7
59341,"how do i start a phone answering service",16,7
59842,"how to sub - divide existing real estate in w",12,9
59920,"how to make a string bikini",1,0
59920,"how to make a helical knot",79,0
59920,"how to make bikini top and bottom",0,17
59920,"how to make a bra cup",3,0
59920,"how to sew a bikini top and bottom",0,17
59920,"how to make a bra",3,0
59920,"how to make a sting bikini",0,17
59920,"how to make a bathing suit",3,1
59963,"how many us representatives are elected",74,20
59963,"how to make adiarama",17,12
59963,"how many electrons in atom",17,16
60847,"how 20to 20fire 20an 20employee",48,20
61141,"how to grow pot",45,22
61141,"how to hotwire a 1990 plymouth van",38,10
61141,"how to hotwire a auomobile",41,2
61141,"how to hotwire a automobile",41,2
61151,"how old is m.shadows",18,15
61229,"how to make more realistic poloroids on psp",42,12
61229,"how to make more realistic polaroids on psp",42,12
61229,"how do you pronounce aadi",50,16
61229,"how do you pronounce the name aadi",50,17
61589,"how to build a speaker box",5,18
61641,"how does it feel tab",74,21
61883,"how to play dvd's",31,14
61883,"how to play dvd's on computer",31,14
62917,"howard athletics",41,12
63031,"how old do u have to get your bellybutton pie",32,23
63031,"how to tell a guy u have a crush on him",38,2
63031,"how did andrew jackson change citizens live i",78,21
63031,"how to do cornrows",89,23
63031,"how old do you have to be to get your belly b",33,2
63031,"how to play with my pussy",59,17
63031,"how to tell if he likes me",81,23
63031,"how to get my pussy wet",0,2
63031,"how to have finger sex",38,2
63031,"how to prepare for driving test",66,21
63031,"how to have an organism",81,23
63031,"how to pierce my bellybutton",32,23
63031,"how to kiss pussy",38,2
63031,"how to make lanyard",67,21
63031,"how to start webcam show",85,19
63119,"how fast does the suzuki z250 atv go",71,16
63364,"how to write a definition essay",26,12
63364,"how to write a comparison contrast essay",1,1
63364,"how to write comparison and contrast essays o",2,12
63532,"how to care for a wounded hummingbird",56,18
63532,"how to care for a baby hummingbirde",56,18
